person_id,age,age_group,individual_income,income_group,household_size,family_structure,vehicles,target_amenity,target_mode
1.167094142236975e+19,29,Young Adult,54023,Moderate,7_plus_person,married_couple,2,Hotel/Hotel and Lodging,Public_transport
1.7639472150551607e+19,21,Young Adult,5367,Low,3_person,family_single,1,Entertainment/Zoos and Nature Parks,Car
1.7800328034024434e+19,30,Young Adult,75760,High,3_person,married_couple,3_plus,Entertainment/Zoos and Nature Parks,Walking
1.7311586660247954e+18,64,Elderly,0,Debt,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Walking
6.746253994874404e+18,29,Young Adult,66482,High,1_person,living_alone,1,Cultural/Museum,Car
1.3598105274595734e+19,43,Middle Age,31638,Moderate,5_person,family_single,1,Entertainment/Zoos and Nature Parks,Car
8.733052365328751e+17,53,Senior,85357,High,3_person,married_couple,1,Leisure & Wellness/Recreation Industries,Public_transport
5.270764932283339e+18,24,Young Adult,0,Debt,3_person,nonfamily_single,0,Leisure & Wellness/Recreation Industries,Public_transport
6.08339208204581e+18,37,Adult,69107,High,4_person,married_couple,1,Entertainment/Zoos and Nature Parks,Walking
1.7384209354908764e+19,43,Middle Age,93943,Very High,4_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
1.7121465292069966e+19,21,Young Adult,1265,Low,3_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
1.6444734530604849e+18,42,Middle Age,0,Debt,7_plus_person,family_single,3_plus,Hotel/Hotel and Lodging,Walking
1.7583603825745824e+19,27,Young Adult,37570,Moderate,3_person,nonfamily_single,2,Leisure & Wellness/Gym,Walking
1.0974364181669198e+19,60,Senior,39395,Moderate,7_plus_person,married_couple,1,Cultural/Museum,Car
3.3913554221078385e+18,26,Young Adult,3232,Low,3_person,nonfamily_single,1,Leisure & Wellness/Gym,Public_transport
7.527506966034827e+18,56,Senior,582882,Ultra High,1_person,living_alone,1,Leisure & Wellness/Gym,Car
7.072594497349716e+18,29,Young Adult,74067,High,3_person,nonfamily_single,3_plus,Cultural/Museum,Car
1.6132067756696484e+19,61,Elderly,77793,High,3_person,family_single,1,Cultural/Museum,Car
1.3037668065738668e+19,34,Adult,0,Debt,4_person,married_couple,2,Hotel/Hotel and Lodging,Car
6.463438871154785e+17,75,Elderly,36567,Moderate,2_person,family_single,2,Entertainment/Zoos and Nature Parks,Walking
1.6694892864559344e+19,62,Elderly,105723,Very High,3_person,married_couple,3_plus,Leisure & Wellness/Recreation Industries,Public_transport
1.0788361821207548e+19,44,Middle Age,216604,Ultra High,4_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
8.142425553155215e+18,85,Elderly,47457,Moderate,1_person,living_alone,1,Cultural/Museum,Car
9.434386708860873e+18,21,Young Adult,4218,Low,6_person,nonfamily_single,3_plus,Leisure & Wellness/Recreation Industries,Walking
1.2132517794954417e+18,54,Senior,0,Debt,1_person,living_alone,0,Leisure & Wellness/Gym,Public_transport
8.335925181812749e+17,31,Adult,17928,Low,5_person,family_single,3_plus,Leisure & Wellness/Recreation Industries,Walking
6.232941079809231e+18,50,Middle Age,10734,Low,5_person,family_single,1,Hotel/Hotel and Lodging,Public_transport
1.2451959970487149e+19,47,Middle Age,121217,Ultra High,7_plus_person,married_couple,1,Cultural/Library,Car
1.3748588192159158e+19,44,Middle Age,0,Debt,3_person,family_single,0,Entertainment/Zoos and Nature Parks,Walking
4.567110574558113e+18,32,Adult,81035,High,1_person,living_alone,1,Hotel/Hotel and Lodging,Walking
1.5831431795232092e+19,60,Senior,92920,Very High,2_person,married_couple,2,Hotel/Hotel and Lodging,Car
1.2544778232760152e+19,56,Senior,39977,Moderate,3_person,family_single,2,Leisure & Wellness/Gym,Car
1.532671380695968e+17,49,Middle Age,43218,Moderate,3_person,married_couple,3_plus,Hotel/Hotel and Lodging,Car
2.829286423648019e+18,32,Adult,72201,High,3_person,family_single,2,Entertainment/Zoos and Nature Parks,Walking
1.0464248671393792e+19,37,Adult,200375,Ultra High,1_person,living_alone,1,Hotel/Hotel and Lodging,Car
1.4915780375047468e+18,25,Young Adult,166063,Ultra High,2_person,nonfamily_single,0,Leisure & Wellness/Golf Courses,Walking
9.537505246488632e+17,42,Middle Age,206290,Ultra High,5_person,married_couple,1,Cultural/Museum,Walking
1.328525235340653e+19,32,Adult,22728,Low,4_person,nonfamily_single,1,Leisure & Wellness/Recreation Industries,Public_transport
1.7627968786671696e+19,25,Young Adult,67679,High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Walking
5.539962840779858e+18,55,Senior,134245,Ultra High,1_person,living_alone,1,Leisure & Wellness/Gym,Car
4.655492573373189e+18,28,Young Adult,108624,Very High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
1.1844673885177842e+19,34,Adult,168736,Ultra High,2_person,married_couple,2,Leisure & Wellness/Gym,Car
8.495352808625451e+18,24,Young Adult,0,Debt,3_person,nonfamily_single,0,Leisure & Wellness/Recreation Industries,Car
1.8359954929311312e+19,90,Elderly,20505,Low,2_person,family_single,1,Leisure & Wellness/Gym,Public_transport
6.903176328877563e+18,33,Adult,154717,Ultra High,3_person,married_couple,2,Leisure & Wellness/Gym,Car
8.86935859486366e+18,45,Middle Age,31638,Moderate,3_person,family_single,0,Hotel/Hotel and Lodging,Walking
1.7191003616315e+19,40,Adult,129656,Ultra High,2_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
1.0304374474196072e+19,50,Middle Age,10546,Low,4_person,family_single,1,Leisure & Wellness/Recreation Industries,Car
9.674017480562037e+18,20,Young Adult,5273,Low,6_person,married_couple,3_plus,Entertainment/Zoos and Nature Parks,Public_transport
1.3120043892540811e+19,55,Senior,147644,Ultra High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
1.417862261520925e+19,60,Senior,1515,Low,7_plus_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Public_transport
6.058663869337171e+18,72,Elderly,4848,Low,2_person,married_couple,0,Entertainment/Media,Public_transport
1.4451189431896326e+19,45,Middle Age,9394,Low,4_person,family_single,1,Hotel/Hotel and Lodging,Car
4.275904076232695e+17,36,Adult,0,Debt,3_person,married_couple,0,Entertainment/Zoos and Nature Parks,Public_transport
1.096995115755685e+19,33,Adult,84276,High,3_person,married_couple,2,Leisure & Wellness/Gym,Car
5.022093744916885e+17,28,Young Adult,25253,Low,4_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Public_transport
5.802985175212896e+18,63,Elderly,361008,Ultra High,2_person,married_couple,0,Entertainment/Zoos and Nature Parks,Walking
1.4405237427619647e+19,26,Young Adult,10314,Low,2_person,family_single,0,Entertainment/Zoos and Nature Parks,Walking
3.2913641621694013e+18,38,Adult,6011,Low,1_person,living_alone,1,Cultural/Art Gallery,Car
6.559147935735417e+18,40,Adult,0,Debt,5_person,married_couple,2,Entertainment/Zoos and Nature Parks,Public_transport
6.193731749802755e+18,56,Senior,313,Low,4_person,married_couple,1,Leisure & Wellness/Recreation Industries,Walking
9.901603822236168e+18,19,Young Adult,0,Debt,2_person,family_single,1,Hotel/Hotel and Lodging,Car
5.658908781779897e+18,20,Young Adult,0,Debt,6_person,married_couple,3_plus,Leisure & Wellness/Gym,Walking
7.885072376242055e+18,45,Middle Age,26406,Low,4_person,family_single,2,Leisure & Wellness/Gym,Car
1.4110683856978364e+19,29,Young Adult,22223,Low,2_person,nonfamily_single,0,Leisure & Wellness/Gym,Public_transport
5.983600221776094e+18,32,Adult,75760,High,2_person,nonfamily_single,2,Hotel/Hotel and Lodging,Car
6.86833554688587e+18,31,Adult,596906,Ultra High,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Public_transport
7.06761756012053e+18,58,Senior,26836,Low,2_person,family_single,0,Leisure & Wellness/Gym,Car
1.4635310922061704e+18,83,Elderly,485879,Ultra High,2_person,married_couple,1,Cultural/Museum,Car
1.832627762365341e+19,28,Young Adult,92830,Very High,2_person,nonfamily_single,2,Cultural/Museum,Public_transport
1.242208096480557e+19,70,Elderly,29734,Low,3_person,married_couple,2,Entertainment/Zoos and Nature Parks,Public_transport
4.788154116689513e+18,30,Young Adult,50507,Moderate,1_person,living_alone,1,Cultural/Art Gallery,Walking
4.143768886359501e+18,28,Young Adult,0,Debt,2_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Public_transport
1.3524194144639526e+18,23,Young Adult,12641,Low,3_person,family_single,1,Entertainment/Spectator Sports,Public_transport
1.5520517725843812e+18,57,Senior,10197,Low,4_person,family_single,0,Entertainment/Zoos and Nature Parks,Car
5.051127445719357e+18,22,Young Adult,3691,Low,6_person,nonfamily_single,0,Cultural/Museum,Walking
3.415210822180598e+18,37,Adult,0,Debt,4_person,married_couple,0,Leisure & Wellness/Golf Courses,Public_transport
5.426632683529048e+18,24,Young Adult,16207,Low,6_person,married_couple,2,Leisure & Wellness/Gym,Public_transport
7.089422906878141e+17,26,Young Adult,8436,Low,4_person,married_couple,3_plus,Cultural/Museum,Walking
9.60829766042284e+18,30,Young Adult,0,Debt,6_person,married_couple,1,Leisure & Wellness/Gym,Public_transport
1.7649807229902789e+19,35,Adult,68549,High,1_person,living_alone,1,Hotel/Hotel and Lodging,Public_transport
1.308356882806953e+19,87,Elderly,39799,Moderate,1_person,living_alone,1,Leisure & Wellness/Gym,Car
1.057998932949726e+19,49,Middle Age,30066,Moderate,2_person,nonfamily_single,1,Leisure & Wellness/Golf Courses,Public_transport
7.204549724936619e+18,57,Senior,90913,Very High,2_person,family_single,1,Hotel/Hotel and Lodging,Walking
2.761999862810969e+18,18,Teen,0,Debt,5_person,family_single,0,Hotel/Hotel and Lodging,Public_transport
1.6521978811755876e+19,79,Elderly,34344,Moderate,2_person,married_couple,1,Leisure & Wellness/Gym,Car
1.780712553476712e+19,45,Middle Age,12965,Low,2_person,family_single,1,Hotel/Hotel and Lodging,Public_transport
9.959433609231774e+18,25,Young Adult,54839,Moderate,1_person,living_alone,1,Leisure & Wellness/Gym,Walking
1.7400392874865803e+19,56,Senior,9616,Low,3_person,family_single,0,Leisure & Wellness/Gym,Public_transport
2.9080351537532856e+18,24,Young Adult,14448,Low,3_person,family_single,1,Leisure & Wellness/Recreation Industries,Car
1.4508034418437544e+19,22,Young Adult,0,Debt,3_person,nonfamily_single,0,Cultural/Museum,Walking
1.196527879094694e+19,57,Senior,2576,Low,2_person,married_couple,2,Hotel/Hotel and Lodging,Car
1.4256082626103656e+19,22,Young Adult,20629,Low,3_person,nonfamily_single,0,Cultural/Museum,Public_transport
8.468213563585725e+18,49,Middle Age,83313,High,1_person,living_alone,1,Leisure & Wellness/Gym,Car
7.902222065557005e+18,25,Young Adult,21197,Low,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Walking
7.789226484560058e+18,29,Young Adult,1616,Low,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
9.143927450901398e+17,37,Adult,64828,High,2_person,nonfamily_single,1,Leisure & Wellness/Recreation Industries,Walking
1.7841554182302798e+19,30,Young Adult,74768,High,2_person,family_single,2,Entertainment/Zoos and Nature Parks,Car
2.7731406779926387e+17,62,Elderly,0,Debt,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
7.286993361245657e+18,28,Young Adult,33920,Moderate,5_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
1.0294841031820925e+19,42,Middle Age,121711,Ultra High,2_person,married_couple,2,Cultural/Museum,Walking
1.0017085918772249e+19,23,Young Adult,61887,High,6_person,nonfamily_single,3_plus,Leisure & Wellness/Gym,Car
9.889588597099858e+18,63,Elderly,91799,Very High,3_person,married_couple,0,Entertainment/Spectator Sports,Car
3.722193451675933e+16,35,Adult,303043,Ultra High,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Walking
1.6782240059359697e+19,75,Elderly,10734,Low,6_person,married_couple,0,Leisure & Wellness/Gym,Car
1.1566753170276389e+19,45,Middle Age,218446,Ultra High,2_person,married_couple,2,Hotel/Hotel and Lodging,Car
1.6142776774214312e+19,42,Middle Age,59824,Moderate,3_person,family_single,1,Leisure & Wellness/Gym,Public_transport
3.953303551980618e+18,24,Young Adult,0,Debt,3_person,nonfamily_single,0,Leisure & Wellness/Recreation Industries,Public_transport
1.7604456405294387e+19,60,Senior,108047,Very High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Car
1.329908473477815e+19,53,Senior,32203,Moderate,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Public_transport
3.588182487040073e+18,95,Elderly,10862,Low,1_person,living_alone,0,Hotel/Hotel and Lodging,Public_transport
3.546810234776196e+18,58,Senior,12655,Low,2_person,married_couple,1,Leisure & Wellness/Recreation Industries,Car
1.5795775125756482e+19,44,Middle Age,70230,High,7_plus_person,married_couple,2,Cultural/Art Gallery,Public_transport
1.8142475744464249e+19,30,Young Adult,103145,Very High,1_person,living_alone,1,Leisure & Wellness/Recreation Industries,Car
4.775658286002912e+18,51,Senior,13709,Low,3_person,married_couple,2,Leisure & Wellness/Recreation Industries,Walking
4.337694229229232e+18,66,Elderly,45348,Moderate,4_person,married_couple,1,Entertainment/Spectator Sports,Car
1.8289722628569125e+19,42,Middle Age,10520,Low,6_person,family_single,1,Entertainment/Spectator Sports,Public_transport
6.600337165104244e+18,37,Adult,15186,Low,2_person,nonfamily_single,2,Hotel/Hotel and Lodging,Public_transport
8.347285764143334e+18,33,Adult,34801,Moderate,4_person,married_couple,2,Leisure & Wellness/Golf Courses,Public_transport
3.286787117790529e+17,49,Middle Age,0,Debt,4_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
1.6309597025272287e+19,60,Senior,0,Debt,5_person,married_couple,3_plus,Leisure & Wellness/Gym,Car
1.5296597281586253e+18,29,Young Adult,40075,Moderate,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Walking
1.9075668880757773e+18,29,Young Adult,85862,High,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Public_transport
1.258926498188313e+19,23,Young Adult,0,Debt,6_person,married_couple,1,Leisure & Wellness/Gym,Public_transport
1.7867200285941629e+19,24,Young Adult,21213,Low,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Walking
6.69708839240873e+18,49,Middle Age,47457,Moderate,2_person,married_couple,1,Hotel/Hotel and Lodging,Car
1.6678570109157902e+19,42,Middle Age,76327,High,4_person,married_couple,1,Entertainment/Zoos and Nature Parks,Public_transport
1.1062495922967224e+19,54,Senior,582882,Ultra High,1_person,living_alone,1,Leisure & Wellness/Recreation Industries,Walking
9.66201062575919e+18,59,Senior,37452,Moderate,6_person,nonfamily_single,2,Leisure & Wellness/Recreation Industries,Car
1.3435764755235967e+19,83,Elderly,7779,Low,3_person,married_couple,1,Entertainment/Zoos and Nature Parks,Car
1.84594836255001e+18,22,Young Adult,0,Debt,4_person,nonfamily_single,0,Cultural/Museum,Public_transport
5.606146391767068e+18,20,Young Adult,25762,Low,4_person,nonfamily_single,0,Cultural/Museum,Walking
8.843149056350812e+18,60,Senior,14142,Low,3_person,nonfamily_single,3_plus,Leisure & Wellness/Recreation Industries,Walking
7.544139689376618e+18,27,Young Adult,64828,High,3_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Walking
3.3323912689326945e+18,76,Elderly,21724,Low,2_person,married_couple,1,Entertainment/Zoos and Nature Parks,Walking
6.367645122319709e+18,30,Young Adult,23230,Low,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Walking
1.45740728536315e+19,33,Adult,51572,Moderate,4_person,married_couple,1,Leisure & Wellness/Golf Courses,Walking
1.4795318702925609e+19,62,Elderly,14223,Low,1_person,living_alone,0,Hotel/Hotel and Lodging,Public_transport
1.740526310932619e+19,68,Elderly,8485,Low,2_person,family_single,0,Entertainment/Zoos and Nature Parks,Walking
1.3632139269900007e+19,46,Middle Age,42937,Moderate,6_person,married_couple,3_plus,Leisure & Wellness/Gym,Public_transport
1.633062805565518e+19,27,Young Adult,0,Debt,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
2.6444046557689994e+18,38,Adult,64406,High,1_person,living_alone,1,Leisure & Wellness/Golf Courses,Public_transport
9.347175104183742e+18,44,Middle Age,26365,Low,2_person,married_couple,2,Leisure & Wellness/Recreation Industries,Walking
5.666013335797177e+18,47,Middle Age,7514,Low,4_person,married_couple,3_plus,Leisure & Wellness/Gym,Car
1.4341355400268855e+19,95,Elderly,49509,Moderate,1_person,living_alone,3_plus,Leisure & Wellness/Gym,Car
1.381664354613211e+19,65,Elderly,16503,Low,1_person,living_alone,0,Hotel/Hotel and Lodging,Public_transport
2.7928534206386647e+18,60,Senior,118616,Very High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Walking
1.3348471586641193e+19,90,Elderly,170714,Ultra High,1_person,living_alone,1,Cultural/Art Gallery,Car
6.807976996930578e+18,31,Adult,94785,Very High,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Public_transport
4.263322629366157e+18,35,Adult,51517,Moderate,4_person,married_couple,3_plus,Hotel/Hotel and Lodging,Walking
5.529375176466914e+18,32,Adult,9670,Low,3_person,family_single,1,Cultural/Library,Car
2.760421075200524e+18,48,Middle Age,6060,Low,1_person,living_alone,0,Hotel/Hotel and Lodging,Public_transport
1.316304926239889e+19,53,Senior,131318,Ultra High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Public_transport
1.7328025303939185e+19,31,Adult,89641,High,2_person,married_couple,2,Hotel/Hotel and Lodging,Public_transport
1.2049111136185608e+19,44,Middle Age,26817,Low,3_person,married_couple,2,Leisure & Wellness/Gym,Car
3.508685445334769e+18,54,Senior,69150,High,1_person,living_alone,1,Hotel/Hotel and Lodging,Car
9.41558994292475e+18,61,Elderly,10808,Low,1_person,living_alone,0,Hotel/Hotel and Lodging,Car
1.1404547654446223e+19,31,Adult,19185,Low,2_person,married_couple,2,Hotel/Hotel and Lodging,Public_transport
4.3086966497996585e+18,27,Young Adult,53032,Moderate,4_person,nonfamily_single,1,Hotel/Hotel and Lodging,Car
1.2345904580688818e+19,34,Adult,25051,Low,5_person,married_couple,2,Leisure & Wellness/Gym,Public_transport
3.953189700946174e+18,31,Adult,37965,Moderate,3_person,family_single,1,Leisure & Wellness/Recreation Industries,Car
3.394778715083111e+18,51,Senior,22146,Low,1_person,living_alone,1,Leisure & Wellness/Gym,Car
1.1386132292607031e+19,28,Young Adult,101115,Very High,3_person,nonfamily_single,3_plus,Cultural/Library,Public_transport
1.462925221764998e+18,18,Teen,0,Debt,5_person,married_couple,2,Entertainment/Zoos and Nature Parks,Walking
2.817491506403952e+18,33,Adult,19322,Low,3_person,married_couple,1,Hotel/Hotel and Lodging,Walking
8.96502553027017e+18,72,Elderly,55557,Moderate,1_person,living_alone,0,Hotel/Hotel and Lodging,Walking
1.6414377145872153e+19,68,Elderly,105412,Very High,3_person,married_couple,3_plus,Hotel/Hotel and Lodging,Car
4.788887943427384e+18,56,Senior,8561,Low,3_person,married_couple,2,Leisure & Wellness/Gym,Public_transport
1.4121968791019246e+19,61,Elderly,32203,Moderate,2_person,married_couple,2,Leisure & Wellness/Gym,Car
9.950698994084037e+18,64,Elderly,20319,Low,2_person,married_couple,0,Leisure & Wellness/Gym,Public_transport
1.4506592608339134e+19,63,Elderly,42426,Moderate,7_plus_person,family_single,1,Entertainment/Zoos and Nature Parks,Walking
3.7144812404020166e+17,30,Young Adult,0,Debt,3_person,married_couple,0,Entertainment/Zoos and Nature Parks,Public_transport
1.102852811295613e+18,46,Middle Age,38688,Moderate,1_person,living_alone,0,Leisure & Wellness/Gym,Public_transport
1.275418055526835e+19,34,Adult,135254,Ultra High,3_person,married_couple,1,Hotel/Hotel and Lodging,Public_transport
7.017486151012129e+18,61,Elderly,20564,Low,3_person,nonfamily_single,1,Hotel/Hotel and Lodging,Car
1.7840276069884244e+18,29,Young Adult,5402,Low,4_person,married_couple,1,Entertainment/Spectator Sports,Car
1.1657924507804488e+19,63,Elderly,0,Debt,3_person,married_couple,3_plus,Hotel/Hotel and Lodging,Car
6.830485141368792e+17,51,Senior,158190,Ultra High,3_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
5.92671959075753e+17,26,Young Adult,31638,Moderate,2_person,nonfamily_single,2,Leisure & Wellness/Gym,Walking
5.395954718404007e+18,47,Middle Age,33738,Moderate,7_plus_person,married_couple,3_plus,Leisure & Wellness/Recreation Industries,Car
8.726484531016643e+18,80,Elderly,8889,Low,7_plus_person,nonfamily_single,0,Leisure & Wellness/Recreation Industries,Walking
3.774605226887551e+18,51,Senior,85875,High,4_person,married_couple,2,Leisure & Wellness/Recreation Industries,Car
1.1873925152998613e+19,52,Senior,233381,Ultra High,6_person,married_couple,2,Hotel/Hotel and Lodging,Car
3.4439017491373e+18,64,Elderly,53672,Moderate,2_person,married_couple,1,Leisure & Wellness/Golf Courses,Public_transport
1.880883152786209e+18,18,Teen,3864,Low,4_person,married_couple,3_plus,Leisure & Wellness/Gym,Car
6.730550424195944e+18,29,Young Adult,70230,High,2_person,married_couple,1,Leisure & Wellness/Gym,Car
1.0937598118521424e+19,60,Senior,29528,Low,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
1.5862962860185942e+19,55,Senior,263651,Ultra High,1_person,living_alone,1,Cultural/Museum,Walking
1.110695510785731e+19,55,Senior,108047,Very High,2_person,married_couple,1,Leisure & Wellness/Golf Courses,Walking
6.757365123759141e+18,32,Adult,101014,Very High,2_person,family_single,1,Entertainment/Zoos and Nature Parks,Car
2.1551715186141816e+18,34,Adult,135254,Ultra High,1_person,living_alone,1,Hotel/Hotel and Lodging,Car
1.4045011685491038e+19,68,Elderly,0,Debt,5_person,family_single,1,Entertainment/Zoos and Nature Parks,Car
7.965500038440988e+18,27,Young Adult,4646,Low,7_plus_person,family_single,1,Hotel/Hotel and Lodging,Car
1.1768368693253263e+19,49,Middle Age,202029,Ultra High,1_person,living_alone,1,Leisure & Wellness/Gym,Public_transport
8.350079853723645e+18,32,Adult,33747,Moderate,2_person,nonfamily_single,2,Cultural/Art Gallery,Walking
9.157632226800672e+18,33,Adult,75141,High,2_person,nonfamily_single,1,Cultural/Museum,Public_transport
1.4115278014084008e+19,60,Senior,72201,High,1_person,living_alone,2,Entertainment/Zoos and Nature Parks,Walking
1.4831190851630246e+19,22,Young Adult,6060,Low,4_person,family_single,3_plus,Cultural/Library,Car
9.388580048912175e+18,65,Elderly,11653,Low,3_person,married_couple,3_plus,Leisure & Wellness/Gym,Walking
3.0863847779907395e+18,95,Elderly,22779,Low,3_person,family_single,2,Entertainment/Zoos and Nature Parks,Car
2.554703792363146e+18,25,Young Adult,39710,Moderate,2_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
1.5320171155050551e+19,24,Young Adult,0,Debt,2_person,nonfamily_single,0,Hotel/Hotel and Lodging,Walking
1.6234815431915889e+19,23,Young Adult,31920,Moderate,6_person,nonfamily_single,3_plus,Entertainment/Zoos and Nature Parks,Public_transport
9.02566655527946e+18,50,Middle Age,90169,Very High,3_person,married_couple,3_plus,Entertainment/Zoos and Nature Parks,Public_transport
7.74887694001353e+18,32,Adult,61990,High,2_person,nonfamily_single,2,Entertainment/Zoos and Nature Parks,Walking
3.2801440487700424e+18,46,Middle Age,64406,High,4_person,married_couple,1,Hotel/Hotel and Lodging,Public_transport
1.3637927383651992e+19,64,Elderly,36100,Moderate,3_person,married_couple,1,Hotel/Hotel and Lodging,Car
1.7034029646471043e+19,50,Middle Age,40226,Moderate,1_person,living_alone,1,Leisure & Wellness/Gym,Public_transport
1.5133925386468162e+19,31,Adult,48305,Moderate,2_person,nonfamily_single,1,Hotel/Hotel and Lodging,Car
5.386172738816109e+18,60,Senior,171794,Ultra High,2_person,family_single,1,Entertainment/Zoos and Nature Parks,Walking
6.048806180528371e+18,37,Adult,16207,Low,2_person,family_single,2,Hotel/Hotel and Lodging,Car
9.827213423142803e+18,53,Senior,58003,Moderate,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Walking
1.4713711756269482e+19,29,Young Adult,43320,Moderate,2_person,married_couple,0,Entertainment/Zoos and Nature Parks,Public_transport
1.536913851612987e+19,30,Young Adult,89902,High,4_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Public_transport
5.983273007942022e+18,28,Young Adult,12655,Low,2_person,married_couple,0,Hotel/Hotel and Lodging,Walking
1.590000846481672e+19,62,Elderly,13954,Low,4_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
8.032383405181756e+18,25,Young Adult,117176,Very High,1_person,living_alone,1,Leisure & Wellness/Recreation Industries,Car
1.1410989757705738e+19,25,Young Adult,82516,High,6_person,nonfamily_single,0,Hotel/Hotel and Lodging,Public_transport
1.149441885571562e+19,81,Elderly,21660,Low,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Car
1.247559849850123e+19,75,Elderly,2268,Low,2_person,married_couple,1,Leisure & Wellness/Gym,Car
7.236593059831591e+18,41,Middle Age,193274,Ultra High,1_person,living_alone,1,Cultural/Museum,Walking
1.733114992950876e+19,74,Elderly,60005,High,2_person,married_couple,1,Leisure & Wellness/Recreation Industries,Car
1.5607864272144538e+18,73,Elderly,85875,High,2_person,married_couple,2,Entertainment/Zoos and Nature Parks,Public_transport
1.6546180777221378e+19,29,Young Adult,204049,Ultra High,1_person,living_alone,0,Entertainment/Zoos and Nature Parks,Walking
1.2016318870519544e+19,28,Young Adult,65659,High,2_person,married_couple,1,Cultural/Museum,Car
8.016915900425726e+18,58,Senior,72253,High,2_person,family_single,1,Hotel/Hotel and Lodging,Car
7.765978775783059e+18,25,Young Adult,0,Debt,4_person,nonfamily_single,0,Entertainment/Zoos and Nature Parks,Walking
1.4822083756907026e+19,40,Adult,0,Debt,7_plus_person,married_couple,1,Cultural/Library,Car
5.085313944602106e+18,40,Adult,249611,Ultra High,1_person,living_alone,1,Entertainment/Zoos and Nature Parks,Public_transport
1.1853600189769032e+19,42,Middle Age,42184,Moderate,2_person,married_couple,2,Leisure & Wellness/Recreation Industries,Car
1.2641944903594555e+19,38,Adult,30779,Moderate,6_person,family_single,2,Entertainment/Zoos and Nature Parks,Car
1.33072062512511e+19,33,Adult,151521,Ultra High,4_person,married_couple,1,Hotel/Hotel and Lodging,Car
1.0459872641184762e+19,24,Young Adult,35069,Moderate,3_person,nonfamily_single,0,Leisure & Wellness/Gym,Walking
1.1400550353232998e+19,24,Young Adult,55698,Moderate,2_person,nonfamily_single,1,Leisure & Wellness/Gym,Car
1.2882697918919424e+19,43,Middle Age,111396,Very High,4_person,family_single,2,Cultural/Library,Car
1.4507297873621328e+19,94,Elderly,4321,Low,3_person,family_single,1,Entertainment/Zoos and Nature Parks,Car
1.2968135044414554e+19,37,Adult,52527,Moderate,2_person,married_couple,1,Leisure & Wellness/Gym,Car
4.485419737420292e+18,56,Senior,24754,Low,4_person,married_couple,3_plus,Leisure & Wellness/Recreation Industries,Car
3.98912175629945e+18,59,Senior,80811,High,1_person,living_alone,0,Leisure & Wellness/Gym,Public_transport
1.3565678918560596e+19,33,Adult,121711,Ultra High,1_person,living_alone,1,Leisure & Wellness/Gym,Walking
4.131740288511292e+18,75,Elderly,10734,Low,6_person,married_couple,0,Entertainment/Zoos and Nature Parks,Public_transport
1.2799137066368056e+16,66,Elderly,63639,High,2_person,nonfamily_single,2,Hotel/Hotel and Lodging,Car
1.0183343990562828e+19,55,Senior,131825,Ultra High,2_person,married_couple,2,Cultural/Museum,Car
1.243167704798387e+19,65,Elderly,86113,High,1_person,living_alone,1,Hotel/Hotel and Lodging,Walking
3.0682838240282803e+18,30,Young Adult,21660,Low,6_person,nonfamily_single,0,Leisure & Wellness/Recreation Industries,Public_transport
1.6324566983276894e+19,50,Middle Age,22728,Low,6_person,nonfamily_single,1,Entertainment/Zoos and Nature Parks,Walking
