id,desire,description
Desire_7.970586308848287e+18_Recreation,Recreation,This person wants to Recreation
Desire_4.948519572625961e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.0664494269344457e+19_Eat,Eat,This person wants to Eat
Desire_1.5346748234517435e+18_Shop,Shop,This person wants to Shop
Desire_8.940848336496961e+18_Recreation,Recreation,This person wants to Recreation
Desire_2.3748227400085704e+18_Shop,Shop,This person wants to Shop
Desire_1.796206086984348e+19_Eat,Eat,This person wants to Eat
Desire_9.43927804010535e+18_Eat,Eat,This person wants to Eat
Desire_5.060741815381891e+18_Eat,Eat,This person wants to Eat
Desire_1.3037705098312872e+19_Errands,Errands,This person wants to Errands
Desire_1.654385846252946e+19_Recreation,Recreation,This person wants to Recreation
Desire_2.691434724400815e+18_Shop,Shop,This person wants to Shop
Desire_1.8069295006359443e+19_Eat,Eat,This person wants to Eat
Desire_2.3720964966493394e+18_Recreation,Recreation,This person wants to Recreation
Desire_9.426759300968772e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.398696291854764e+19_Shop,Shop,This person wants to Shop
Desire_4.944717650067462e+18_Errands,Errands,This person wants to Errands
Desire_1.799019949909777e+19_Recreation,Recreation,This person wants to Recreation
Desire_4.12557996483595e+18_Other,Other,This person wants to Other
Desire_1.5191608500918315e+19_Errands,Errands,This person wants to Errands
Desire_7.232853313475538e+18_Errands,Errands,This person wants to Errands
Desire_9.12548625219739e+18_Recreation,Recreation,This person wants to Recreation
Desire_5.072382807664268e+18_Eat,Eat,This person wants to Eat
Desire_1.1029699929193478e+19_Shop,Shop,This person wants to Shop
Desire_1.6876030521393416e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.2917536495586478e+19_Recreation,Recreation,This person wants to Recreation
Desire_5.180533626978472e+18_Shop,Shop,This person wants to Shop
Desire_8.856562769586476e+17_Errands,Errands,This person wants to Errands
Desire_2.4145316438932824e+16_Errands,Errands,This person wants to Errands
Desire_1.626530828966455e+19_Shop,Shop,This person wants to Shop
Desire_7.042703655018312e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.7583603825745824e+19_Recreation,Recreation,This person wants to Recreation
Desire_3.599676855165179e+18_Errands,Errands,This person wants to Errands
Desire_9.64946838306738e+18_Shop,Shop,This person wants to Shop
Desire_4.70970006508293e+18_Errands,Errands,This person wants to Errands
Desire_1.5348641797576516e+19_Errands,Errands,This person wants to Errands
Desire_2.10273837704723e+18_Shop,Shop,This person wants to Shop
Desire_9.547622579048428e+17_Eat,Eat,This person wants to Eat
Desire_1.4526632176628543e+19_Eat,Eat,This person wants to Eat
Desire_1.4090329529529197e+19_Other,Other,This person wants to Other
Desire_1.2247743816633352e+19_Eat,Eat,This person wants to Eat
Desire_1.3692768856247742e+19_Recreation,Recreation,This person wants to Recreation
Desire_6.892623772869889e+18_Eat,Eat,This person wants to Eat
Desire_7.961838778207349e+18_Eat,Eat,This person wants to Eat
Desire_1.606320254690974e+19_Shop,Shop,This person wants to Shop
Desire_1.6462477037276215e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.3184703816353997e+18_Shop,Shop,This person wants to Shop
Desire_1.454693712082998e+19_Shop,Shop,This person wants to Shop
Desire_9.705647158768249e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.6619965540196907e+19_Shop,Shop,This person wants to Shop
Desire_1.0314037188640434e+19_Shop,Shop,This person wants to Shop
Desire_9.875810928345104e+18_Errands,Errands,This person wants to Errands
Desire_6.114281221154988e+18_Shop,Shop,This person wants to Shop
Desire_1.5246346138298186e+18_Errands,Errands,This person wants to Errands
Desire_1.1439644758436916e+18_Eat,Eat,This person wants to Eat
Desire_1.7866044589470878e+19_Shop,Shop,This person wants to Shop
Desire_4.85645521166945e+18_Recreation,Recreation,This person wants to Recreation
Desire_7.83234050375957e+17_Shop,Shop,This person wants to Shop
Desire_5.540845788888598e+17_Eat,Eat,This person wants to Eat
Desire_1.4331323373661528e+19_Eat,Eat,This person wants to Eat
Desire_1.9861692955129385e+18_Shop,Shop,This person wants to Shop
Desire_4.053809462139284e+17_Recreation,Recreation,This person wants to Recreation
Desire_5.185424759401669e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.3510398921109953e+19_Eat,Eat,This person wants to Eat
Desire_3.572953874553911e+18_Eat,Eat,This person wants to Eat
Desire_8.828182392652305e+18_Shop,Shop,This person wants to Shop
Desire_1.0412904692099525e+19_Errands,Errands,This person wants to Errands
Desire_4.4595540336768937e+18_Eat,Eat,This person wants to Eat
Desire_6.448890491805358e+18_Eat,Eat,This person wants to Eat
Desire_1.016171680267689e+19_Errands,Errands,This person wants to Errands
Desire_1.2158127934021624e+19_Shop,Shop,This person wants to Shop
Desire_1.593719330028895e+19_Eat,Eat,This person wants to Eat
Desire_1.0730958306735747e+19_Other,Other,This person wants to Other
Desire_1.1498117783057266e+18_Shop,Shop,This person wants to Shop
Desire_1.8028820205692684e+19_Other,Other,This person wants to Other
Desire_5.584379879603716e+18_School,School,This person wants to School
Desire_8.577858640100725e+18_Eat,Eat,This person wants to Eat
Desire_1.294742216086813e+18_Eat,Eat,This person wants to Eat
Desire_1.307177308435077e+19_Errands,Errands,This person wants to Errands
Desire_7.309564518168692e+18_Shop,Shop,This person wants to Shop
Desire_8.626063957869958e+18_Shop,Shop,This person wants to Shop
Desire_1.878432982204456e+18_Shop,Shop,This person wants to Shop
Desire_1.7051934375918405e+18_Eat,Eat,This person wants to Eat
Desire_7.17534657752865e+17_Eat,Eat,This person wants to Eat
Desire_8.288434127880378e+18_Errands,Errands,This person wants to Errands
Desire_1.429471737709332e+19_Recreation,Recreation,This person wants to Recreation
Desire_2.307193881883474e+18_Shop,Shop,This person wants to Shop
Desire_1.7586052990929707e+19_Shop,Shop,This person wants to Shop
Desire_1.7414648936561189e+19_School,School,This person wants to School
Desire_1.4454810072181754e+19_Eat,Eat,This person wants to Eat
Desire_1.4914260539092212e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.6984890460017613e+19_Errands,Errands,This person wants to Errands
Desire_1.3633415465826963e+19_Errands,Errands,This person wants to Errands
Desire_4.890167506938296e+18_Work,Work,This person wants to Work
Desire_3.983885815403203e+18_Shop,Shop,This person wants to Shop
Desire_1.491022613477253e+17_Shop,Shop,This person wants to Shop
Desire_1.1593126596334434e+19_Eat,Eat,This person wants to Eat
Desire_1.4677120009177651e+19_Eat,Eat,This person wants to Eat
Desire_1.084416206730767e+19_Eat,Eat,This person wants to Eat
Desire_2.9964870975365565e+18_Eat,Eat,This person wants to Eat
Desire_1.5915861081718671e+19_Shop,Shop,This person wants to Shop
Desire_5.197007292634573e+18_Recreation,Recreation,This person wants to Recreation
Desire_9.904322851572623e+18_Eat,Eat,This person wants to Eat
Desire_1.2715710871148198e+19_Eat,Eat,This person wants to Eat
Desire_1.654385846252946e+19_Eat,Eat,This person wants to Eat
Desire_1.217052199200192e+19_Shop,Shop,This person wants to Shop
Desire_8.180755941957444e+18_Errands,Errands,This person wants to Errands
Desire_7.088040641167985e+18_Eat,Eat,This person wants to Eat
Desire_8.578810033310352e+18_Shop,Shop,This person wants to Shop
Desire_1.5439821678364891e+19_Errands,Errands,This person wants to Errands
Desire_1.6444734530604849e+18_Recreation,Recreation,This person wants to Recreation
Desire_7.40787364697957e+18_Other,Other,This person wants to Other
Desire_1.2396524479902427e+19_Errands,Errands,This person wants to Errands
Desire_1.5503214659252382e+19_Eat,Eat,This person wants to Eat
Desire_1.7696933818014898e+19_Eat,Eat,This person wants to Eat
Desire_1.215270001460907e+19_Shop,Shop,This person wants to Shop
Desire_1.557873725202117e+19_Shop,Shop,This person wants to Shop
Desire_6.798850658309516e+18_Errands,Errands,This person wants to Errands
Desire_1.4990223233696903e+19_Eat,Eat,This person wants to Eat
Desire_1.3183008548917551e+19_Errands,Errands,This person wants to Errands
Desire_1.662625677675082e+19_Eat,Eat,This person wants to Eat
Desire_6.665771647494761e+18_Shop,Shop,This person wants to Shop
Desire_5.190757260546974e+18_Shop,Shop,This person wants to Shop
Desire_7.241899909971309e+18_Shop,Shop,This person wants to Shop
Desire_4.082622066245616e+18_Eat,Eat,This person wants to Eat
Desire_9.9457283261906e+17_Errands,Errands,This person wants to Errands
Desire_1.2545902044364702e+19_Errands,Errands,This person wants to Errands
Desire_1.4100618520698335e+19_Shop,Shop,This person wants to Shop
Desire_5.301895798461703e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.095218730576155e+19_Eat,Eat,This person wants to Eat
Desire_1.333679988536387e+19_Eat,Eat,This person wants to Eat
Desire_1.7804312066648928e+19_Shop,Shop,This person wants to Shop
Desire_5.701018739582164e+18_Shop,Shop,This person wants to Shop
Desire_4.2331885714238817e+18_Recreation,Recreation,This person wants to Recreation
Desire_8.2721064056114e+18_Shop,Shop,This person wants to Shop
Desire_7.828409449259805e+18_School,School,This person wants to School
Desire_1.7382267283204055e+19_Shop,Shop,This person wants to Shop
Desire_1.6948889411741684e+19_Shop,Shop,This person wants to Shop
Desire_5.665128851225223e+18_Errands,Errands,This person wants to Errands
Desire_1.5233077436147382e+19_Other,Other,This person wants to Other
Desire_1.3565270884341747e+18_Shop,Shop,This person wants to Shop
Desire_7.662660045964052e+17_Recreation,Recreation,This person wants to Recreation
Desire_1.3107066748076815e+18_Eat,Eat,This person wants to Eat
Desire_1.1584695896306885e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.430780688189308e+19_Eat,Eat,This person wants to Eat
Desire_9.455410994901234e+18_Eat,Eat,This person wants to Eat
Desire_1.578564042983583e+19_Shop,Shop,This person wants to Shop
Desire_1.7372866334891344e+19_Shop,Shop,This person wants to Shop
Desire_8.65095354590631e+18_Recreation,Recreation,This person wants to Recreation
Desire_6.847006019649337e+18_Errands,Errands,This person wants to Errands
Desire_7.586493324751371e+18_Shop,Shop,This person wants to Shop
Desire_1.4112998183100252e+19_Eat,Eat,This person wants to Eat
Desire_2.5245280912553984e+18_Shop,Shop,This person wants to Shop
Desire_4.445176124061057e+18_Eat,Eat,This person wants to Eat
Desire_9.426991853010473e+18_Eat,Eat,This person wants to Eat
Desire_1.273140952659186e+18_Eat,Eat,This person wants to Eat
Desire_2.1599504163588147e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.8165742419022664e+19_Errands,Errands,This person wants to Errands
Desire_1.661686185018151e+19_Shop,Shop,This person wants to Shop
Desire_7.698828767742914e+18_Recreation,Recreation,This person wants to Recreation
Desire_2.9217563814256824e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.54780353184245e+19_Eat,Eat,This person wants to Eat
Desire_1.3030138222133837e+18_Shop,Shop,This person wants to Shop
Desire_6.684181683925196e+18_Errands,Errands,This person wants to Errands
Desire_2.4262678991534505e+18_Shop,Shop,This person wants to Shop
Desire_6.591216434845597e+18_Eat,Eat,This person wants to Eat
Desire_5.260338866567756e+18_Eat,Eat,This person wants to Eat
Desire_8.591642546845037e+17_Shop,Shop,This person wants to Shop
Desire_3.333601845475232e+18_Eat,Eat,This person wants to Eat
Desire_8.97871794595171e+18_Shop,Shop,This person wants to Shop
Desire_9.393759010862674e+16_Eat,Eat,This person wants to Eat
Desire_7.753405015032126e+18_Eat,Eat,This person wants to Eat
Desire_1.369281188269017e+19_Recreation,Recreation,This person wants to Recreation
Desire_3.2337469315791217e+18_Eat,Eat,This person wants to Eat
Desire_1.0350316237392118e+19_Eat,Eat,This person wants to Eat
Desire_7.464283144810607e+18_Eat,Eat,This person wants to Eat
Desire_1.0559860062467123e+19_Recreation,Recreation,This person wants to Recreation
Desire_8.323165934358414e+18_Errands,Errands,This person wants to Errands
Desire_1.340756455861326e+18_Recreation,Recreation,This person wants to Recreation
Desire_5.654665068580284e+18_Shop,Shop,This person wants to Shop
Desire_1.6622778712952838e+19_Eat,Eat,This person wants to Eat
Desire_1.1837852036326762e+19_Eat,Eat,This person wants to Eat
Desire_7.892552521148353e+18_Errands,Errands,This person wants to Errands
Desire_1.5163326817009215e+19_Errands,Errands,This person wants to Errands
Desire_1.326268077341201e+19_Eat,Eat,This person wants to Eat
Desire_1.057718756154504e+19_Recreation,Recreation,This person wants to Recreation
Desire_6.58342378820028e+18_Eat,Eat,This person wants to Eat
Desire_8.898380673366748e+18_Eat,Eat,This person wants to Eat
Desire_2.4833039522819425e+18_Eat,Eat,This person wants to Eat
Desire_1.4283712910172885e+19_Recreation,Recreation,This person wants to Recreation
Desire_8.271062882681525e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.4750229605398352e+19_Shop,Shop,This person wants to Shop
Desire_9.829916918534089e+18_Eat,Eat,This person wants to Eat
Desire_1.4131721088564503e+18_Errands,Errands,This person wants to Errands
Desire_7.081676839075951e+18_Eat,Eat,This person wants to Eat
Desire_1.1229963634119682e+19_Work,Work,This person wants to Work
Desire_1.4457875284133286e+19_Eat,Eat,This person wants to Eat
Desire_1.237329166258622e+19_School,School,This person wants to School
Desire_4.646987898162941e+18_Eat,Eat,This person wants to Eat
Desire_1.6251714247613809e+19_Eat,Eat,This person wants to Eat
Desire_1.6543850764195402e+19_Eat,Eat,This person wants to Eat
Desire_7.694618497706093e+18_Eat,Eat,This person wants to Eat
Desire_1.7360493240746404e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.3947502732191312e+19_Shop,Shop,This person wants to Shop
Desire_1.5070159857181064e+18_Recreation,Recreation,This person wants to Recreation
Desire_8.489533099239065e+18_Eat,Eat,This person wants to Eat
Desire_4.081557267796121e+18_Eat,Eat,This person wants to Eat
Desire_5.060781221062896e+18_Eat,Eat,This person wants to Eat
Desire_1.4323512599866198e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.3429948093731617e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.2827106741309012e+19_Shop,Shop,This person wants to Shop
Desire_1.601764209115106e+19_Eat,Eat,This person wants to Eat
Desire_1.343075194302885e+19_Eat,Eat,This person wants to Eat
Desire_1.7392862204436333e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.1828767925035362e+19_Eat,Eat,This person wants to Eat
Desire_1.4134130805609474e+19_Recreation,Recreation,This person wants to Recreation
Desire_3.7994482779835633e+18_Eat,Eat,This person wants to Eat
Desire_1.3340014403164203e+19_Errands,Errands,This person wants to Errands
Desire_9.923541600969624e+18_Errands,Errands,This person wants to Errands
Desire_5.129293816622791e+17_Eat,Eat,This person wants to Eat
Desire_2.8326527095535724e+18_Eat,Eat,This person wants to Eat
Desire_1.3292467617742463e+19_Eat,Eat,This person wants to Eat
Desire_4.1783842973074417e+18_Shop,Shop,This person wants to Shop
Desire_1.5879891696834228e+19_Recreation,Recreation,This person wants to Recreation
Desire_4.789569376464758e+18_Errands,Errands,This person wants to Errands
Desire_1.3691457497420382e+19_Errands,Errands,This person wants to Errands
Desire_9.578299975345525e+18_Eat,Eat,This person wants to Eat
Desire_2.628092394650728e+18_Recreation,Recreation,This person wants to Recreation
Desire_5.740775874152275e+18_Errands,Errands,This person wants to Errands
Desire_1.3875791904522887e+19_Errands,Errands,This person wants to Errands
Desire_8.243841536953007e+18_Eat,Eat,This person wants to Eat
Desire_1.1463605161472522e+19_Shop,Shop,This person wants to Shop
Desire_2.6108616432800307e+17_Shop,Shop,This person wants to Shop
Desire_1.2128411749030298e+19_Eat,Eat,This person wants to Eat
Desire_5.565749945208498e+18_Eat,Eat,This person wants to Eat
Desire_4.488037793748661e+18_Other,Other,This person wants to Other
Desire_8.520625390845569e+18_Errands,Errands,This person wants to Errands
Desire_6.163343338656957e+18_Shop,Shop,This person wants to Shop
Desire_1.6933486859257398e+18_Eat,Eat,This person wants to Eat
Desire_1.5023601248044118e+19_Eat,Eat,This person wants to Eat
Desire_1.33722992022122e+19_Shop,Shop,This person wants to Shop
Desire_3.8428085007806674e+18_Eat,Eat,This person wants to Eat
Desire_1.1772352335578393e+19_Shop,Shop,This person wants to Shop
Desire_1.3523586836908532e+19_Shop,Shop,This person wants to Shop
Desire_8.567675578045272e+18_Eat,Eat,This person wants to Eat
Desire_1.248762816107871e+19_Shop,Shop,This person wants to Shop
Desire_5.596320104556435e+18_Recreation,Recreation,This person wants to Recreation
Desire_4.818747467243461e+18_Errands,Errands,This person wants to Errands
Desire_1.448883974985442e+19_Shop,Shop,This person wants to Shop
Desire_1.4204399269050472e+19_Recreation,Recreation,This person wants to Recreation
Desire_8.95819533480321e+18_Shop,Shop,This person wants to Shop
Desire_4.739812374066022e+18_Shop,Shop,This person wants to Shop
Desire_8.94779402688871e+17_Shop,Shop,This person wants to Shop
Desire_4.137612123612241e+17_Shop,Shop,This person wants to Shop
Desire_1.2317990033993347e+19_School,School,This person wants to School
Desire_3.118983447455477e+18_Errands,Errands,This person wants to Errands
Desire_5.31857488595943e+18_Shop,Shop,This person wants to Shop
Desire_1.0635964091545572e+18_Eat,Eat,This person wants to Eat
Desire_2.6462830355353344e+18_Eat,Eat,This person wants to Eat
Desire_3.8146688776558833e+18_Shop,Shop,This person wants to Shop
Desire_6.676041494432431e+18_Errands,Errands,This person wants to Errands
Desire_1.2494930301060911e+19_Errands,Errands,This person wants to Errands
Desire_1.9912843588673508e+18_Shop,Shop,This person wants to Shop
Desire_3.8810368254693263e+18_Eat,Eat,This person wants to Eat
Desire_4.884147773519157e+18_School,School,This person wants to School
Desire_8.983016058718595e+17_Eat,Eat,This person wants to Eat
Desire_1.0104642398433042e+19_Errands,Errands,This person wants to Errands
Desire_8.351274743943926e+18_Errands,Errands,This person wants to Errands
Desire_1.0490396140504402e+19_Eat,Eat,This person wants to Eat
Desire_6.912507951350205e+18_Shop,Shop,This person wants to Shop
Desire_4.900904872511747e+18_Eat,Eat,This person wants to Eat
Desire_1.4303805547778468e+19_Recreation,Recreation,This person wants to Recreation
Desire_6.833375064066529e+17_Errands,Errands,This person wants to Errands
Desire_9.356141360419185e+18_Shop,Shop,This person wants to Shop
Desire_5.422094164164394e+18_Recreation,Recreation,This person wants to Recreation
Desire_6.060155033980933e+18_Other,Other,This person wants to Other
Desire_6.859476230217184e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.8698523870402755e+17_Recreation,Recreation,This person wants to Recreation
Desire_7.419328676306627e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.697870300052807e+19_Shop,Shop,This person wants to Shop
Desire_5.291557130779144e+18_Shop,Shop,This person wants to Shop
Desire_1.6764978478499934e+19_Errands,Errands,This person wants to Errands
Desire_2.7086782356695465e+18_Errands,Errands,This person wants to Errands
Desire_1.6567121137448958e+19_Eat,Eat,This person wants to Eat
Desire_8.022474133916951e+18_Work,Work,This person wants to Work
Desire_1.2423211144382026e+19_Shop,Shop,This person wants to Shop
Desire_1.3344401120771822e+18_Eat,Eat,This person wants to Eat
Desire_1.7954155086394935e+19_Errands,Errands,This person wants to Errands
Desire_1.3148589928795378e+19_Shop,Shop,This person wants to Shop
Desire_6.767387530939273e+18_Shop,Shop,This person wants to Shop
Desire_4.0194769573540895e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.286787466241945e+19_Eat,Eat,This person wants to Eat
Desire_9.652954737449572e+18_Shop,Shop,This person wants to Shop
Desire_1.1824091665933158e+19_Shop,Shop,This person wants to Shop
Desire_1.3771554061012556e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.6924173853992036e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.0052749058013125e+19_Eat,Eat,This person wants to Eat
Desire_1.1841713832218116e+19_Recreation,Recreation,This person wants to Recreation
Desire_5.525568005822278e+17_Eat,Eat,This person wants to Eat
Desire_9.087957017507794e+18_Eat,Eat,This person wants to Eat
Desire_1.6181096986912303e+19_Eat,Eat,This person wants to Eat
Desire_6.498541865985819e+17_Eat,Eat,This person wants to Eat
Desire_1.7419759447591293e+19_Errands,Errands,This person wants to Errands
Desire_1.2636689962534398e+19_Shop,Shop,This person wants to Shop
Desire_1.7218667640898849e+19_Eat,Eat,This person wants to Eat
Desire_4.4976953413277466e+18_Errands,Errands,This person wants to Errands
Desire_3.53617446576412e+18_Eat,Eat,This person wants to Eat
Desire_1.474115911844703e+19_Errands,Errands,This person wants to Errands
Desire_1.5122669157706818e+19_Shop,Shop,This person wants to Shop
Desire_1.1348035159866583e+19_Errands,Errands,This person wants to Errands
Desire_4.573279118841254e+18_Shop,Shop,This person wants to Shop
Desire_7.672617167231571e+18_Eat,Eat,This person wants to Eat
Desire_1.7962188820880409e+19_Shop,Shop,This person wants to Shop
Desire_1.2505250220302324e+19_Shop,Shop,This person wants to Shop
Desire_1.0742915323315866e+19_Shop,Shop,This person wants to Shop
Desire_8.312703196149066e+18_Eat,Eat,This person wants to Eat
Desire_1.0942461786422272e+19_Errands,Errands,This person wants to Errands
Desire_1.3620169983072078e+19_Eat,Eat,This person wants to Eat
Desire_5.697592329312452e+18_Eat,Eat,This person wants to Eat
Desire_1.7460639423559698e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.1394341804876749e+19_Shop,Shop,This person wants to Shop
Desire_7.366455316724905e+18_Eat,Eat,This person wants to Eat
Desire_1.2525686640374663e+19_Eat,Eat,This person wants to Eat
Desire_1.272227469649335e+19_Shop,Shop,This person wants to Shop
Desire_2.705518850700172e+18_Eat,Eat,This person wants to Eat
Desire_7.156265789488704e+17_Eat,Eat,This person wants to Eat
Desire_1.579329232131819e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.5148981072987372e+19_Shop,Shop,This person wants to Shop
Desire_1.4737889322621346e+19_Eat,Eat,This person wants to Eat
Desire_1.6528384159983385e+19_Eat,Eat,This person wants to Eat
Desire_5.636772010137052e+18_Eat,Eat,This person wants to Eat
Desire_1.769880551206128e+18_Eat,Eat,This person wants to Eat
Desire_2.645340469392924e+18_School,School,This person wants to School
Desire_7.753786867605853e+18_Eat,Eat,This person wants to Eat
Desire_3.1681589990518026e+18_Recreation,Recreation,This person wants to Recreation
Desire_3.039041611939038e+18_Errands,Errands,This person wants to Errands
Desire_5.419185324697076e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.8861610288216184e+18_Errands,Errands,This person wants to Errands
Desire_1.4772913263173476e+19_Shop,Shop,This person wants to Shop
Desire_1.1500263398120542e+19_Errands,Errands,This person wants to Errands
Desire_7.066108910254053e+18_School,School,This person wants to School
Desire_1.4202838651297532e+19_Eat,Eat,This person wants to Eat
Desire_1.2090249683937376e+19_Errands,Errands,This person wants to Errands
Desire_6.733971732241463e+17_Errands,Errands,This person wants to Errands
Desire_7.159374315472626e+18_Errands,Errands,This person wants to Errands
Desire_1.829588318550273e+19_Eat,Eat,This person wants to Eat
Desire_2.917802597231933e+18_Errands,Errands,This person wants to Errands
Desire_6.88435030270013e+18_Eat,Eat,This person wants to Eat
Desire_1.3747112262364312e+19_Eat,Eat,This person wants to Eat
Desire_1.711284861963558e+18_Shop,Shop,This person wants to Shop
Desire_1.7183494002108134e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.4332462776938512e+19_Errands,Errands,This person wants to Errands
Desire_3.7886991003513846e+18_Errands,Errands,This person wants to Errands
Desire_1.7255786907899554e+19_Eat,Eat,This person wants to Eat
Desire_4.279072023092091e+18_Errands,Errands,This person wants to Errands
Desire_1.1421157445421857e+19_Errands,Errands,This person wants to Errands
Desire_8.478783697642336e+18_Recreation,Recreation,This person wants to Recreation
Desire_8.078971197748575e+18_Errands,Errands,This person wants to Errands
Desire_2.842329781195383e+18_Recreation,Recreation,This person wants to Recreation
Desire_7.260609657532628e+18_Eat,Eat,This person wants to Eat
Desire_5.044653700464876e+18_Errands,Errands,This person wants to Errands
Desire_8.025706636481448e+17_Errands,Errands,This person wants to Errands
Desire_1.7088026771809006e+19_Shop,Shop,This person wants to Shop
Desire_1.0673673124241564e+19_Shop,Shop,This person wants to Shop
Desire_3.689093021761307e+17_Recreation,Recreation,This person wants to Recreation
Desire_9.414864784972851e+18_Eat,Eat,This person wants to Eat
Desire_1.0575059484395936e+19_Shop,Shop,This person wants to Shop
Desire_1.126583125105497e+19_Eat,Eat,This person wants to Eat
Desire_5.266385731999439e+18_Errands,Errands,This person wants to Errands
Desire_1.3718621954248335e+19_Other,Other,This person wants to Other
Desire_1.2078406980784222e+19_Eat,Eat,This person wants to Eat
Desire_3.67288472573614e+18_Eat,Eat,This person wants to Eat
Desire_1.2315488034919018e+19_Other,Other,This person wants to Other
Desire_1.4004781045837138e+19_Eat,Eat,This person wants to Eat
Desire_5.520138678954282e+18_Shop,Shop,This person wants to Shop
Desire_2.838883036836003e+17_Recreation,Recreation,This person wants to Recreation
Desire_8.210688381505047e+18_Errands,Errands,This person wants to Errands
Desire_9.33587910306534e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.1488589216400597e+19_Shop,Shop,This person wants to Shop
Desire_5.609947626122887e+18_Errands,Errands,This person wants to Errands
Desire_1.7564098232899246e+19_Eat,Eat,This person wants to Eat
Desire_1.5584338614876844e+19_Eat,Eat,This person wants to Eat
Desire_3.3315012806826726e+18_Errands,Errands,This person wants to Errands
Desire_1.292781635763531e+19_Recreation,Recreation,This person wants to Recreation
Desire_2.9785436968818324e+18_Eat,Eat,This person wants to Eat
Desire_1.073117595590873e+19_Shop,Shop,This person wants to Shop
Desire_1.7472151183093264e+19_Shop,Shop,This person wants to Shop
Desire_7.638451815776909e+17_Eat,Eat,This person wants to Eat
Desire_1.1018542414364792e+18_Eat,Eat,This person wants to Eat
Desire_6.921904896018099e+18_Shop,Shop,This person wants to Shop
Desire_1.188075843297649e+19_Errands,Errands,This person wants to Errands
Desire_1.4531213227507436e+19_Eat,Eat,This person wants to Eat
Desire_5.951323230701112e+17_Recreation,Recreation,This person wants to Recreation
Desire_9.28855320940994e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.415712008797426e+19_Shop,Shop,This person wants to Shop
Desire_1.0783475636466729e+19_Eat,Eat,This person wants to Eat
Desire_1.6238351623513856e+18_Errands,Errands,This person wants to Errands
Desire_3.090494781558049e+18_Eat,Eat,This person wants to Eat
Desire_1.4544313987279151e+19_Other,Other,This person wants to Other
Desire_1.2125747362663885e+19_Shop,Shop,This person wants to Shop
Desire_1.3234974678411223e+18_Eat,Eat,This person wants to Eat
Desire_7.851847515427807e+18_Shop,Shop,This person wants to Shop
Desire_9.459068689822204e+18_Other,Other,This person wants to Other
Desire_9810611807960008.0_Shop,Shop,This person wants to Shop
Desire_9.915790015493386e+18_Eat,Eat,This person wants to Eat
Desire_7.481117969782268e+18_Shop,Shop,This person wants to Shop
Desire_2.940758583932644e+18_Eat,Eat,This person wants to Eat
Desire_6.400625964380445e+18_School,School,This person wants to School
Desire_1.648958813889204e+19_Recreation,Recreation,This person wants to Recreation
Desire_2.3769496845845243e+18_Shop,Shop,This person wants to Shop
Desire_2.9898449582901627e+18_Eat,Eat,This person wants to Eat
Desire_3.447157776595288e+18_School,School,This person wants to School
Desire_1.305679776427262e+19_Shop,Shop,This person wants to Shop
Desire_1.5619034034915674e+18_Errands,Errands,This person wants to Errands
Desire_1.5164097143086383e+19_Shop,Shop,This person wants to Shop
Desire_3.177022982536638e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.0663582020609638e+19_Shop,Shop,This person wants to Shop
Desire_1.0399335487699956e+19_Errands,Errands,This person wants to Errands
Desire_4.0759530384751017e+18_Recreation,Recreation,This person wants to Recreation
Desire_7.394388755245313e+18_Recreation,Recreation,This person wants to Recreation
Desire_6.822983154358053e+18_Other,Other,This person wants to Other
Desire_7.514211278708562e+18_Shop,Shop,This person wants to Shop
Desire_2.926300258864893e+18_Shop,Shop,This person wants to Shop
Desire_4.301212237224179e+18_Eat,Eat,This person wants to Eat
Desire_1.434214377370617e+19_Other,Other,This person wants to Other
Desire_5.214617946217078e+18_Shop,Shop,This person wants to Shop
Desire_5.577875775693849e+16_Recreation,Recreation,This person wants to Recreation
Desire_3.48528805569172e+18_Eat,Eat,This person wants to Eat
